emp_no,title,to_date,salary,birth_date
81154,Technique Leader,9999-01-01,60965,1953-01-18
81158,Senior Engineer,9999-01-01,40469,1952-12-07
81166,Senior Staff,9999-01-01,47902,1952-05-12
81167,Senior Staff,9999-01-01,68390,1955-07-12
81171,Senior Engineer,9999-01-01,50156,1952-11-21
81174,Staff,9999-01-01,46620,1953-10-29
81177,Assistant Engineer,9999-01-01,68201,1953-01-10
81185,Senior Engineer,9999-01-01,43609,1953-03-30
81186,Staff,9999-01-01,56243,1952-05-13
81189,Senior Staff,9999-01-01,67012,1953-08-20
81198,Technique Leader,9999-01-01,40000,1953-07-24
81199,Senior Staff,9999-01-01,60960,1953-11-05
81201,Senior Staff,9999-01-01,97128,1955-03-28
81202,Engineer,9999-01-01,40000,1954-12-21
81207,Senior Engineer,9999-01-01,85231,1952-12-15
81208,Senior Engineer,9999-01-01,83869,1955-09-29
81209,Senior Engineer,9999-01-01,54531,1953-04-06
81212,Senior Engineer,9999-01-01,40000,1952-05-08
81213,Staff,9999-01-01,63219,1954-09-24
81215,Engineer,9999-01-01,40857,1954-11-29
81217,Senior Engineer,9999-01-01,40000,1954-10-11
81218,Senior Engineer,9999-01-01,63558,1954-05-16
81228,Technique Leader,9999-01-01,49232,1955-04-04
81233,Engineer,9999-01-01,47047,1954-01-28
81237,Staff,9999-01-01,89374,1953-06-13
81244,Senior Engineer,9999-01-01,58953,1954-08-24
81245,Engineer,9999-01-01,40000,1953-11-06
81248,Senior Staff,9999-01-01,48823,1953-04-24
81257,Staff,9999-01-01,64428,1955-05-23
81260,Senior Staff,9999-01-01,66803,1955-05-24
81264,Senior Staff,9999-01-01,50625,1955-08-15
81268,Senior Staff,9999-01-01,56406,1954-04-17
81271,Senior Staff,9999-01-01,54625,1952-05-18
81279,Engineer,9999-01-01,50480,1953-09-06
81283,Senior Staff,9999-01-01,77485,1952-09-29
81285,Staff,9999-01-01,57859,1952-10-11
81286,Senior Staff,9999-01-01,40000,1955-11-17
81288,Engineer,9999-01-01,51215,1953-09-28
81292,Senior Engineer,9999-01-01,42889,1953-07-12
81296,Engineer,9999-01-01,40000,1953-01-13
81299,Senior Staff,9999-01-01,50676,1954-11-01
81301,Engineer,9999-01-01,67179,1955-07-05
81303,Senior Staff,9999-01-01,70323,1953-12-10
81304,Senior Staff,9999-01-01,40000,1955-04-01
81324,Engineer,9999-01-01,42237,1952-09-04
81325,Senior Staff,9999-01-01,42784,1954-08-11
81329,Senior Engineer,9999-01-01,40000,1953-09-13
81335,Engineer,9999-01-01,55430,1952-12-06
81338,Senior Staff,9999-01-01,46208,1955-09-19
81340,Senior Staff,9999-01-01,82277,1953-04-23
81344,Engineer,9999-01-01,48782,1952-11-05
81349,Staff,9999-01-01,57809,1953-02-19
81352,Engineer,9999-01-01,40000,1953-04-04
81357,Senior Staff,9999-01-01,93472,1955-01-07
81358,Senior Staff,9999-01-01,95018,1954-10-09
81368,Senior Engineer,9999-01-01,40818,1953-09-12
81374,Senior Engineer,9999-01-01,48766,1953-05-13
81376,Senior Engineer,9999-01-01,49909,1954-07-13
81380,Staff,9999-01-01,85605,1954-02-23
81395,Senior Engineer,9999-01-01,40000,1955-02-23
81398,Technique Leader,9999-01-01,40000,1955-06-07
81401,Senior Staff,9999-01-01,45372,1954-12-18
81407,Senior Staff,9999-01-01,40000,1955-10-18
81408,Senior Staff,9999-01-01,74543,1954-10-12
81411,Senior Engineer,9999-01-01,40445,1952-08-12
81412,Senior Staff,9999-01-01,63222,1955-07-14
81413,Senior Staff,9999-01-01,63731,1953-11-11
81422,Senior Engineer,9999-01-01,40000,1953-03-09
81425,Senior Engineer,9999-01-01,49483,1954-08-09
81430,Senior Staff,9999-01-01,49769,1952-03-31
81432,Senior Engineer,9999-01-01,76081,1952-11-20
81436,Staff,9999-01-01,54556,1952-10-07
81438,Senior Engineer,9999-01-01,40000,1955-05-30
81439,Staff,9999-01-01,75323,1955-11-10
81440,Senior Engineer,9999-01-01,40000,1955-04-18
81444,Senior Staff,9999-01-01,50676,1955-06-10
81447,Engineer,9999-01-01,54547,1955-05-21
81449,Senior Staff,9999-01-01,55086,1952-04-29
81459,Senior Engineer,9999-01-01,77398,1955-10-10
81460,Senior Engineer,9999-01-01,43495,1953-05-25
81462,Senior Engineer,9999-01-01,40000,1952-11-19
81466,Senior Engineer,9999-01-01,67218,1955-02-23
81468,Senior Engineer,9999-01-01,40000,1955-11-10
81474,Staff,9999-01-01,40000,1954-10-03
81479,Senior Engineer,9999-01-01,42719,1953-11-24
81485,Engineer,9999-01-01,40000,1955-06-25
81487,Senior Engineer,9999-01-01,40244,1953-08-17
81494,Technique Leader,9999-01-01,40000,1954-03-16
81503,Senior Engineer,9999-01-01,61837,1952-09-25
81508,Senior Staff,9999-01-01,62610,1953-07-07
81509,Senior Engineer,9999-01-01,40000,1952-06-22
81510,Senior Staff,9999-01-01,40396,1955-04-05
81517,Senior Staff,9999-01-01,90488,1955-11-12
81527,Senior Staff,9999-01-01,103938,1955-09-01
81528,Senior Engineer,9999-01-01,50288,1952-07-21
81529,Senior Engineer,9999-01-01,78957,1953-06-05
81537,Senior Staff,9999-01-01,56162,1955-08-10
81543,Senior Staff,9999-01-01,74442,1954-06-16
81549,Senior Engineer,9999-01-01,47207,1952-05-31
81553,Senior Staff,9999-01-01,40000,1952-05-05
81556,Senior Engineer,9999-01-01,70011,1955-09-27
81561,Senior Staff,9999-01-01,40335,1952-07-13
81564,Senior Engineer,9999-01-01,40000,1955-07-13
81568,Engineer,9999-01-01,40000,1955-08-02
81572,Senior Engineer,9999-01-01,40000,1952-09-09
81580,Engineer,9999-01-01,40000,1952-08-20
81587,Senior Engineer,9999-01-01,40000,1953-10-28
81589,Senior Engineer,9999-01-01,40000,1953-12-14
81591,Senior Engineer,9999-01-01,40000,1955-09-28
81592,Senior Staff,9999-01-01,75008,1953-06-10
81594,Technique Leader,9999-01-01,40000,1952-06-03
81597,Senior Engineer,9999-01-01,56092,1955-06-12
81599,Senior Staff,9999-01-01,40830,1954-06-18
81603,Senior Staff,9999-01-01,68350,1955-09-17
81612,Engineer,9999-01-01,61609,1954-12-01
81623,Engineer,9999-01-01,40000,1953-04-20
81624,Engineer,9999-01-01,41230,1953-12-16
81625,Staff,9999-01-01,81601,1952-11-04
81633,Senior Staff,9999-01-01,44212,1952-05-02
81645,Senior Engineer,9999-01-01,40000,1952-11-11
81648,Senior Engineer,9999-01-01,58756,1953-12-14
81649,Senior Staff,9999-01-01,62028,1954-12-11
81653,Senior Engineer,9999-01-01,40000,1954-01-12
81656,Engineer,9999-01-01,64332,1955-09-06
81658,Senior Engineer,9999-01-01,40000,1955-08-04
81659,Staff,9999-01-01,89360,1953-11-09
81660,Senior Staff,9999-01-01,40000,1952-05-13
81661,Engineer,9999-01-01,59630,1955-07-12
81668,Senior Staff,9999-01-01,64435,1954-07-03
81672,Engineer,9999-01-01,40000,1952-04-05
81676,Senior Staff,9999-01-01,49226,1953-10-06
81678,Technique Leader,9999-01-01,56293,1952-08-02
81679,Engineer,9999-01-01,56360,1954-03-20
81684,Staff,9999-01-01,51335,1955-12-01
81688,Senior Staff,9999-01-01,40000,1954-04-29
81689,Senior Engineer,9999-01-01,52386,1953-08-14
81696,Engineer,9999-01-01,40000,1952-07-01
81706,Senior Staff,9999-01-01,40000,1955-04-08
81708,Senior Engineer,9999-01-01,40657,1954-10-14
81709,Senior Staff,9999-01-01,41800,1952-08-04
81710,Senior Staff,9999-01-01,48749,1952-10-05
81712,Staff,9999-01-01,74729,1952-09-12
81714,Staff,9999-01-01,40000,1952-11-16
81717,Senior Staff,9999-01-01,72518,1955-06-05
81730,Senior Staff,9999-01-01,90708,1954-07-31
81731,Staff,9999-01-01,81158,1954-07-08
81734,Senior Engineer,9999-01-01,40000,1955-12-14
81735,Senior Engineer,9999-01-01,44504,1953-03-05
81740,Engineer,9999-01-01,40000,1953-05-30
81741,Senior Engineer,9999-01-01,40000,1952-10-09
81746,Engineer,9999-01-01,40000,1953-03-18
81747,Staff,9999-01-01,80349,1954-06-26
81751,Staff,9999-01-01,40000,1954-09-11
81755,Senior Staff,9999-01-01,40000,1953-02-05
81763,Engineer,9999-01-01,48385,1952-06-29
81767,Senior Staff,9999-01-01,64335,1955-06-15
81773,Senior Staff,9999-01-01,85392,1954-05-09
81779,Senior Staff,9999-01-01,62577,1954-11-14
81785,Senior Staff,9999-01-01,65584,1952-10-23
81786,Senior Engineer,9999-01-01,40000,1953-09-07
81790,Senior Engineer,9999-01-01,40058,1954-11-24
81793,Technique Leader,9999-01-01,57093,1952-10-30
81796,Senior Staff,9999-01-01,40000,1952-10-17
81805,Senior Engineer,9999-01-01,57069,1952-06-01
81806,Engineer,9999-01-01,61113,1953-09-22
81808,Senior Engineer,9999-01-01,44637,1955-10-30
81810,Technique Leader,9999-01-01,48511,1953-10-18
81815,Senior Engineer,9999-01-01,45896,1954-06-28
81816,Senior Staff,9999-01-01,44262,1953-06-23
81817,Senior Engineer,9999-01-01,76190,1952-05-27
81818,Engineer,9999-01-01,43986,1955-04-25
81820,Technique Leader,9999-01-01,59797,1955-07-29
81823,Senior Engineer,9999-01-01,67024,1954-08-12
81825,Senior Staff,9999-01-01,69193,1954-08-16
81836,Technique Leader,9999-01-01,54763,1955-06-06
81838,Senior Engineer,9999-01-01,40000,1953-03-04
81839,Senior Engineer,9999-01-01,40000,1954-11-23
81847,Senior Engineer,9999-01-01,40000,1954-01-26
81849,Senior Staff,9999-01-01,66528,1953-08-28
81851,Senior Engineer,9999-01-01,40000,1952-12-30
81856,Senior Staff,9999-01-01,40000,1953-10-12
81861,Senior Engineer,9999-01-01,54826,1953-02-26
81865,Engineer,9999-01-01,40000,1955-04-26
81871,Senior Staff,9999-01-01,48225,1953-10-16
81872,Engineer,9999-01-01,40000,1955-01-03
81876,Senior Staff,9999-01-01,62125,1954-03-04
81877,Engineer,9999-01-01,40000,1953-08-20
81891,Staff,9999-01-01,40000,1952-03-19
81896,Senior Engineer,9999-01-01,40000,1954-11-26
81900,Senior Engineer,9999-01-01,83750,1955-08-20
81907,Staff,9999-01-01,59700,1952-03-19
81916,Staff,9999-01-01,68556,1952-11-21
81925,Senior Staff,9999-01-01,54691,1952-04-24
81930,Engineer,9999-01-01,40000,1952-04-11
81931,Engineer,9999-01-01,40000,1952-04-03
81939,Senior Engineer,9999-01-01,56780,1953-10-12
81940,Senior Engineer,9999-01-01,46693,1953-06-08
81942,Engineer,9999-01-01,61157,1954-05-04
81951,Senior Staff,9999-01-01,57712,1955-03-01
81952,Senior Staff,9999-01-01,78751,1955-12-18
81959,Senior Staff,9999-01-01,57588,1954-08-06
81964,Senior Staff,9999-01-01,40000,1953-05-02
81967,Assistant Engineer,9999-01-01,56160,1953-09-23
81971,Senior Staff,9999-01-01,54068,1954-01-14
81973,Senior Staff,9999-01-01,80865,1954-07-21
81974,Staff,9999-01-01,66440,1953-05-17
81980,Senior Staff,9999-01-01,55947,1954-05-25
81981,Engineer,9999-01-01,72635,1952-12-29
81986,Senior Staff,9999-01-01,68673,1955-04-14
81988,Senior Staff,9999-01-01,46216,1952-12-26
81991,Senior Staff,9999-01-01,40000,1954-09-08
81998,Senior Staff,9999-01-01,53285,1952-03-24
81999,Senior Staff,9999-01-01,40000,1953-08-20
82002,Senior Staff,9999-01-01,67766,1953-07-05
82003,Senior Engineer,9999-01-01,40000,1954-11-28
82007,Senior Engineer,9999-01-01,65627,1952-10-23
82008,Senior Staff,9999-01-01,54180,1953-05-28
82013,Technique Leader,9999-01-01,66150,1954-05-12
82014,Senior Engineer,9999-01-01,40000,1955-11-29
82017,Senior Staff,9999-01-01,60044,1954-06-08
82018,Senior Staff,9999-01-01,40000,1954-06-12
82024,Senior Engineer,9999-01-01,40000,1952-07-18
82025,Staff,9999-01-01,50808,1955-07-03
82027,Senior Staff,9999-01-01,73428,1954-12-31
82029,Senior Staff,9999-01-01,89051,1955-09-22
82035,Senior Staff,9999-01-01,53103,1953-06-28
82036,Senior Staff,9999-01-01,56631,1953-12-11
82038,Senior Engineer,9999-01-01,69062,1954-08-26
82040,Senior Engineer,9999-01-01,60276,1954-10-05
82041,Staff,9999-01-01,54009,1954-10-24
82045,Senior Engineer,9999-01-01,40000,1954-10-03
82052,Senior Staff,9999-01-01,62201,1952-05-16
82057,Senior Engineer,9999-01-01,52491,1952-03-08
82059,Senior Staff,9999-01-01,40000,1954-02-26
82060,Engineer,9999-01-01,50525,1954-01-20
82063,Engineer,9999-01-01,42422,1954-05-27
82065,Senior Engineer,9999-01-01,40000,1952-05-15
82066,Senior Staff,9999-01-01,40000,1954-09-14
82072,Engineer,9999-01-01,40000,1955-09-24
82080,Technique Leader,9999-01-01,48153,1952-03-15
82088,Senior Staff,9999-01-01,45903,1952-07-10
82089,Senior Staff,9999-01-01,85319,1952-12-02
82101,Staff,9999-01-01,40000,1953-05-21
82107,Senior Staff,9999-01-01,67208,1952-04-07
82108,Senior Staff,9999-01-01,40000,1954-10-04
82110,Senior Staff,9999-01-01,48328,1954-05-29
82116,Senior Engineer,9999-01-01,40120,1953-02-04
82120,Technique Leader,9999-01-01,50121,1954-07-20
82123,Senior Engineer,9999-01-01,43027,1952-10-20
82131,Senior Staff,9999-01-01,73262,1954-05-16
82136,Senior Staff,9999-01-01,59327,1955-12-03
82137,Senior Staff,9999-01-01,56370,1952-08-04
82139,Senior Engineer,9999-01-01,68313,1953-04-18
82141,Senior Staff,9999-01-01,50445,1952-06-15
82144,Senior Staff,9999-01-01,40694,1953-05-27
82145,Staff,9999-01-01,46607,1955-09-10
82146,Senior Engineer,9999-01-01,40000,1954-09-09
82151,Senior Staff,9999-01-01,74789,1953-11-02
82157,Senior Staff,9999-01-01,92222,1952-08-17
82162,Senior Engineer,9999-01-01,46363,1955-03-21
82171,Senior Engineer,9999-01-01,57861,1954-10-20
82179,Staff,9999-01-01,41289,1952-09-11
82181,Technique Leader,9999-01-01,54997,1952-10-25
82185,Senior Engineer,9999-01-01,40000,1955-04-02
82187,Senior Staff,9999-01-01,53744,1955-07-09
82194,Senior Engineer,9999-01-01,44356,1955-03-19
82195,Senior Engineer,9999-01-01,40000,1953-12-21
82206,Senior Engineer,9999-01-01,40000,1953-05-30
82211,Senior Engineer,9999-01-01,59316,1952-07-08
82219,Senior Engineer,9999-01-01,41532,1954-10-24
82220,Senior Engineer,9999-01-01,40000,1952-12-03
82221,Senior Engineer,9999-01-01,65420,1953-08-06
82222,Senior Engineer,9999-01-01,70499,1955-07-11
82227,Senior Engineer,9999-01-01,52214,1952-06-29
82234,Senior Engineer,9999-01-01,40331,1954-06-08
82237,Senior Staff,9999-01-01,55459,1955-12-16
82243,Senior Staff,9999-01-01,40000,1955-12-25
82252,Senior Engineer,9999-01-01,66961,1955-08-04
82255,Senior Staff,9999-01-01,40000,1953-11-13
82257,Engineer,9999-01-01,57219,1954-07-31
82258,Engineer,9999-01-01,59715,1954-02-25
82263,Staff,9999-01-01,77210,1953-07-31
82267,Senior Engineer,9999-01-01,49062,1952-05-13
82273,Staff,9999-01-01,45248,1955-06-16
82276,Senior Staff,9999-01-01,40000,1955-06-15
82278,Senior Staff,9999-01-01,52084,1955-11-05
82281,Engineer,9999-01-01,50988,1955-08-27
82287,Senior Engineer,9999-01-01,42741,1954-02-16
82290,Senior Staff,9999-01-01,40000,1954-03-28
82294,Staff,9999-01-01,40000,1952-11-28
82295,Engineer,9999-01-01,42368,1955-09-02
82302,Staff,9999-01-01,76650,1954-10-09
82305,Senior Engineer,9999-01-01,40823,1954-02-23
82308,Staff,9999-01-01,64480,1955-10-02
82309,Senior Staff,9999-01-01,79725,1954-10-27
82310,Senior Engineer,9999-01-01,40000,1953-06-18
82316,Senior Engineer,9999-01-01,40000,1954-04-06
82318,Senior Staff,9999-01-01,45105,1953-01-18
82319,Senior Staff,9999-01-01,88094,1953-06-15
82324,Staff,9999-01-01,62431,1953-09-25
82335,Senior Engineer,9999-01-01,40273,1953-12-25
82339,Senior Engineer,9999-01-01,40000,1954-09-26
82349,Senior Staff,9999-01-01,63760,1954-10-14
82350,Senior Engineer,9999-01-01,40000,1954-11-19
82354,Senior Staff,9999-01-01,76493,1953-03-10
82361,Senior Staff,9999-01-01,59654,1953-09-29
82364,Senior Engineer,9999-01-01,49190,1954-11-14
82367,Staff,9999-01-01,66101,1954-03-22
82371,Senior Staff,9999-01-01,69470,1952-04-21
82372,Engineer,9999-01-01,45843,1954-05-24
82373,Senior Engineer,9999-01-01,43355,1954-03-07
82379,Senior Engineer,9999-01-01,40000,1955-06-29
82382,Engineer,9999-01-01,69979,1955-02-25
82385,Staff,9999-01-01,75274,1952-04-23
82388,Senior Engineer,9999-01-01,40000,1953-12-06
82391,Senior Staff,9999-01-01,83099,1954-08-10
82397,Senior Staff,9999-01-01,70248,1952-12-27
82398,Senior Staff,9999-01-01,83569,1954-01-26
82399,Senior Staff,9999-01-01,52872,1953-10-29
82403,Senior Engineer,9999-01-01,66210,1954-12-23
82411,Technique Leader,9999-01-01,50616,1952-09-27
82419,Senior Engineer,9999-01-01,61248,1955-02-21
82420,Engineer,9999-01-01,68789,1952-07-01
82422,Senior Staff,9999-01-01,52364,1953-05-06
82423,Senior Staff,9999-01-01,40000,1955-09-25
82424,Staff,9999-01-01,107030,1952-07-02
82432,Senior Engineer,9999-01-01,40000,1955-05-05
82434,Senior Engineer,9999-01-01,40000,1955-12-29
82441,Staff,9999-01-01,58488,1953-04-02
82443,Senior Engineer,9999-01-01,40283,1954-06-16
82449,Staff,9999-01-01,55134,1954-01-21
82453,Senior Staff,9999-01-01,63067,1954-01-09
82455,Engineer,9999-01-01,40000,1954-06-01
82457,Senior Engineer,9999-01-01,45220,1955-09-29
82460,Senior Engineer,9999-01-01,40000,1952-08-08
82467,Senior Staff,9999-01-01,40000,1953-09-04
82468,Senior Staff,9999-01-01,40000,1955-11-20
82469,Senior Staff,9999-01-01,45841,1952-11-19
82473,Staff,9999-01-01,71927,1955-11-01
82478,Senior Engineer,9999-01-01,54571,1955-04-19
82486,Engineer,9999-01-01,40000,1955-09-21
82488,Senior Staff,9999-01-01,57821,1953-08-26
82491,Engineer,9999-01-01,43978,1954-08-09
82493,Senior Staff,9999-01-01,89229,1955-09-20
82495,Staff,9999-01-01,40000,1955-11-09
82501,Engineer,9999-01-01,40000,1952-08-15
82513,Senior Staff,9999-01-01,68041,1953-02-10
82516,Senior Engineer,9999-01-01,55801,1954-04-26
82524,Staff,9999-01-01,65332,1953-04-12
82530,Senior Staff,9999-01-01,40000,1954-02-16
82534,Senior Staff,9999-01-01,58766,1955-09-16
82540,Senior Engineer,9999-01-01,66393,1955-02-26
82541,Senior Engineer,9999-01-01,40000,1953-10-01
82544,Senior Staff,9999-01-01,64649,1954-02-11
82549,Senior Staff,9999-01-01,54883,1953-08-24
82553,Staff,9999-01-01,59256,1952-03-21
82555,Senior Engineer,9999-01-01,50496,1953-06-23
82556,Senior Engineer,9999-01-01,40000,1953-07-13
82557,Technique Leader,9999-01-01,53070,1952-09-12
82566,Senior Engineer,9999-01-01,40000,1952-02-24
82568,Senior Staff,9999-01-01,66444,1953-11-25
82571,Senior Engineer,9999-01-01,55947,1953-12-23
82572,Senior Staff,9999-01-01,72854,1953-12-31
82573,Staff,9999-01-01,52671,1952-11-26
82580,Technique Leader,9999-01-01,40000,1955-12-03
82585,Senior Staff,9999-01-01,52198,1952-10-06
82589,Senior Staff,9999-01-01,83291,1954-01-16
82591,Senior Engineer,9999-01-01,40627,1954-05-30
82594,Technique Leader,9999-01-01,40000,1952-02-13
82595,Senior Staff,9999-01-01,40000,1953-08-02
82598,Senior Engineer,9999-01-01,40000,1954-11-03
82601,Senior Engineer,9999-01-01,49779,1954-07-28
82607,Senior Staff,9999-01-01,46736,1953-08-16
82608,Senior Staff,9999-01-01,72016,1955-04-28
82613,Technique Leader,9999-01-01,40000,1952-09-27
82624,Engineer,9999-01-01,40000,1955-02-18
82626,Senior Engineer,9999-01-01,47175,1955-07-07
82634,Technique Leader,9999-01-01,57262,1953-05-27
82644,Senior Engineer,9999-01-01,43420,1952-11-26
82646,Senior Engineer,9999-01-01,48979,1955-08-20
82651,Staff,9999-01-01,65034,1955-10-19
82655,Assistant Engineer,9999-01-01,40000,1955-11-15
82656,Engineer,9999-01-01,50025,1954-05-23
82659,Engineer,9999-01-01,60350,1955-06-04
82667,Staff,9999-01-01,77217,1955-10-04
82668,Senior Staff,9999-01-01,78317,1953-07-23
82669,Senior Staff,9999-01-01,69847,1952-03-13
82672,Engineer,9999-01-01,40000,1954-06-17
82673,Senior Engineer,9999-01-01,40000,1954-02-13
82674,Senior Staff,9999-01-01,40000,1953-06-30
82675,Engineer,9999-01-01,62623,1955-02-21
82678,Senior Engineer,9999-01-01,42570,1954-05-22
82680,Engineer,9999-01-01,72194,1955-01-04
82683,Senior Staff,9999-01-01,45702,1954-12-29
82685,Senior Staff,9999-01-01,45243,1953-05-12
82687,Engineer,9999-01-01,58976,1954-09-14
82689,Senior Engineer,9999-01-01,40000,1955-12-24
82691,Staff,9999-01-01,100821,1954-05-02
82698,Staff,9999-01-01,72359,1954-07-22
82704,Senior Engineer,9999-01-01,68174,1955-01-31
82705,Senior Staff,9999-01-01,55678,1953-11-03
82708,Senior Staff,9999-01-01,40000,1954-04-19
82717,Senior Staff,9999-01-01,67935,1953-10-06
82721,Senior Staff,9999-01-01,40000,1953-04-18
82726,Senior Engineer,9999-01-01,40000,1952-04-20
82729,Senior Staff,9999-01-01,71020,1955-03-24
82737,Technique Leader,9999-01-01,43412,1953-12-21
82746,Technique Leader,9999-01-01,83382,1953-08-07
82747,Engineer,9999-01-01,62325,1953-06-08
82751,Senior Engineer,9999-01-01,56621,1954-03-08
82754,Senior Staff,9999-01-01,93396,1954-02-10
82760,Senior Engineer,9999-01-01,53678,1954-11-17
82761,Senior Staff,9999-01-01,79517,1954-02-25
82764,Senior Staff,9999-01-01,74019,1952-07-20
82772,Senior Staff,9999-01-01,40000,1955-02-25
82774,Senior Staff,9999-01-01,59700,1955-08-01
82780,Engineer,9999-01-01,40000,1955-07-22
82782,Staff,9999-01-01,54423,1955-09-21
82784,Senior Staff,9999-01-01,42501,1953-09-17
82806,Staff,9999-01-01,40000,1952-11-03
82808,Senior Engineer,9999-01-01,59495,1953-05-30
82812,Senior Engineer,9999-01-01,59541,1955-09-21
82815,Senior Engineer,9999-01-01,50058,1955-01-14
82816,Staff,9999-01-01,40000,1953-08-02
82821,Senior Engineer,9999-01-01,52303,1953-09-06
82823,Senior Engineer,9999-01-01,56430,1955-09-27
82828,Senior Staff,9999-01-01,52361,1954-11-27
82829,Staff,9999-01-01,61862,1955-07-18
82830,Senior Staff,9999-01-01,79346,1955-01-22
82832,Senior Staff,9999-01-01,40000,1954-05-27
82833,Engineer,9999-01-01,40000,1954-05-04
82834,Senior Engineer,9999-01-01,49684,1954-03-03
82835,Senior Engineer,9999-01-01,40000,1952-06-19
82840,Senior Staff,9999-01-01,40000,1954-10-13
82848,Engineer,9999-01-01,40000,1953-07-26
82849,Senior Staff,9999-01-01,40000,1954-08-27
82850,Senior Engineer,9999-01-01,44117,1954-12-13
